rcid,session,date,unres,me,nu,di,hr,co,ec
5129,66,12/19/2011,R/66/159,0,0,0,1,0,0
5238,67,12/20/2012,R/67/175,0,0,0,1,0,0
5292,68,12/18/2013,R/68/175,0,0,0,1,0,0
5372,69,12/18/2014,R/69/178,0,0,0,1,0,0
5449,70,12/17/2015,R/70/149,0,0,0,1,0,0
4538,59,12/20/2004,R/59/193,0,0,0,1,0,0
4729,61,12/19/2006,R/61/166,0,0,0,1,0,0
5027,64,12/18/2009,R/64/173,0,0,0,1,0,0
5125,66,12/19/2011,R/66/153,0,0,0,1,0,0
5294,68,12/18/2013,R/68/161,0,0,0,1,0,0
5451,70,12/17/2015,R/70/152,0,0,0,1,0,0
4575,59,12/3/2004,R/59/69,0,1,1,0,0,0
4850,63,12/2/2008,R/63/50,0,1,1,0,0,0
4694,61,12/6/2006,R/61/62,0,1,1,0,0,0
4769,62,12/5/2007,R/62/27,0,1,1,0,0,0
4382,57,11/7/2002,R/57/63,0,1,1,0,0,0
4626,60,12/8/2005,R/60/59,0,1,1,0,0,0
4990,64,12/2/2009,R/64/34,0,1,1,0,0,0
5071,65,12/8/2010,R/65/54,0,1,1,0,0,0
5151,66,12/2/2011,R/66/32,0,1,1,0,0,0
5197,67,12/3/2012,R/67/38,0,1,1,0,0,0
5263,68,12/5/2013,R/68/38,0,1,1,0,0,0
5338,69,12/2/2014,R/69/54,0,1,1,0,0,0
5407,70,12/7/2015,R/70/31,0,1,1,0,0,0
4802,62,12/18/2007,R/62/163,0,0,0,1,0,0
4459,58,12/22/2003,R/58/192,0,0,0,1,0,0
4609,60,12/16/2005,R/60/163,0,0,0,1,0,0
5105,65,12/21/2010,R/65/222,0,0,0,1,0,0
5237,67,12/20/2012,R/67/173,0,0,0,1,0,0
5371,69,12/18/2014,R/69/176,0,0,0,1,0,0
4432,57,12/5/2002,R/57/216,0,0,0,1,0,0
1578,29,11/3/1974,,1,0,0,0,0,0
4743,61,12/20/2006,R/61/201,0,0,0,0,0,0
4462,58,12/22/2003,R/58/187,0,0,0,1,0,0
2911,40,12/2/1985,R/40/165I,1,0,0,0,0,0
3175,42,12/4/1987,R/42/69I,1,0,0,0,0,0
3423,44,12/6/1989,R/44/47K,1,0,0,0,0,0
3552,45,12/3/1990,R/45/73K,1,0,0,0,0,0
3619,46,12/2/1991,R/46/46K,1,0,0,0,0,0
3708,47,12/2/1992,R/47/69K,1,0,0,0,0,0
3751,48,12/6/1993,R/48/40J,1,0,0,0,0,0
2817,40,12/3/1985,R/40/64D,0,0,0,1,0,0
3194,42,12/2/1987,R/42/101,0,0,0,1,0,0
4707,61,12/14/2006,R/61/128A,0,0,0,0,1,0
4713,61,12/14/2006,R/61/128AB,0,0,0,0,1,0
3160,42,11/2/1987,R/42/46A,0,0,0,0,0,0
3342,43,12/4/1988,R/43/83A,0,0,0,0,0,0
3481,44,12/6/1989,R/44/124A,0,0,0,0,0,0
3561,45,12/4/1990,R/45/78A,0,0,0,0,0,0
3609,46,12/6/1991,R/46/41A,0,0,0,0,0,0
3688,47,12/4/1992,R/47/57,0,0,0,0,0,0
3780,48,12/5/1993,R/48/80,0,0,0,0,0,0
3505,45,11/3/1990,R/45/32,0,0,0,0,1,0
2865,40,12/6/1985,R/40/137,0,0,0,1,0,0
3075,41,12/5/1986,R/41/158,0,0,0,1,0,0
3199,42,12/2/1987,R/42/135,0,0,0,1,0,0
3074,41,12/5/1986,R/41/157,0,0,0,1,0,0
3186,42,12/6/1987,R/42/79,0,0,0,0,1,0
3413,44,12/4/1989,R/44/42,1,0,0,0,0,0
2956,41,11/2/1986,R/41/30,0,0,0,0,1,0
3112,42,11/4/1987,R/42/17,0,0,0,0,1,0
3252,43,10/4/1988,R/43/14,0,0,0,0,1,0
3388,44,10/4/1989,R/44/9,0,0,0,0,1,0
3501,45,11/5/1990,R/45/11,0,0,0,0,1,0
3587,46,10/4/1991,R/46/9,0,0,0,0,1,0
3665,47,10/3/1992,R/47/9,0,0,0,0,1,0
3761,48,12/2/1993,R/48/56,0,0,0,0,1,0
3806,49,11/2/1994,R/49/18,0,0,0,0,1,0
2812,40,12/2/1985,R/40/62,0,0,0,0,1,0
2798,40,11/4/1985,R/40/21,0,0,0,0,0,0
2973,41,11/3/1986,R/41/40,0,0,0,0,0,0
3114,42,11/3/1987,R/42/19,0,0,0,0,0,0
3258,43,11/5/1988,R/43/25,0,0,0,0,0,0
4548,59,12/10/2004,R/59/131,0,0,0,0,1,0
4714,61,12/14/2006,R/61/125,0,0,0,0,1,0
3897,50,12/4/1995,R/50/38A,0,0,0,0,1,0
4821,62,12/22/2007,R/62/241,0,0,0,0,0,0
4822,62,12/22/2007,R/62/236,0,0,0,0,0,0
5392,69,9/10/2015,R/69/320,0,0,0,0,0,0
3513,45,11/4/1990,R/45/45,0,0,0,0,0,0
3158,42,11/2/1987,R/42/42N,0,0,0,0,0,0
4445,58,8/5/2004,R/58/317,0,0,0,0,0,0
3078,41,12/5/1986,R/41/162A,1,0,0,0,0,0
3237,42,12/6/1987,R/42/209/B,1,0,0,0,0,0
3282,43,12/3/1988,R/43/54A,1,0,0,0,0,0
3407,44,12/2/1989,R/44/40A,1,0,0,0,0,0
3565,45,12/5/1990,R/45/83A,1,0,0,0,0,0
3644,46,12/2/1991,R/46/82A,1,0,0,0,0,0
3602,46,12/6/1991,R/46/36L,0,0,1,0,0,0
3838,49,12/5/1994,R/49/75C,0,0,1,0,0,0
3931,50,12/3/1995,R/50/70D,0,0,1,0,0,0
3986,51,12/3/1996,R/51/45H,0,0,1,0,0,0
4050,52,12/3/1997,R/52/38B,0,0,1,0,0,0
4060,52,12/3/1997,R/52/38R,0,0,1,0,0,0
4148,53,12/6/1998,R/53/77S,0,0,1,0,0,0
4187,54,12/4/1999,R/54/54I,0,0,1,0,0,0
4191,54,12/4/1999,R/54/54O,0,0,1,0,0,0
4256,55,11/3/2000,R/55/33U,0,0,1,0,0,0
4321,56,11/6/2001,R/56/24Q,0,0,1,0,0,0
4389,57,11/7/2002,R/57/75,0,0,1,0,0,0
2815,40,12/3/1985,R/40/64B,0,0,0,0,1,0
2960,41,11/2/1986,R/41/35A,0,0,0,0,1,0
3116,42,11/6/1987,R/42/23A,0,0,0,0,1,0
3273,43,12/2/1988,R/43/50A,0,0,0,0,1,0
3394,44,11/4/1989,R/44/27A,0,0,0,0,1,0
3015,41,12/4/1986,R/41/63B,1,0,0,0,0,0
2909,40,12/2/1985,R/40/165G,1,0,0,0,0,0
2910,40,12/2/1985,R/40/165H,1,0,0,0,0,0
3029,41,12/4/1986,R/41/69H,1,0,0,0,0,0
3174,42,12/4/1987,R/42/69H,1,0,0,0,0,0
3290,43,12/3/1988,R/43/57H,1,0,0,0,0,0
3420,44,12/6/1989,R/44/47H,1,0,0,0,0,0
3549,45,12/3/1990,R/45/73H,1,0,0,0,0,0
3616,46,12/2/1991,R/46/46H,1,0,0,0,0,0
3705,47,12/2/1992,R/47/69H,1,0,0,0,0,0
3748,48,12/6/1993,R/48/40G,1,0,0,0,0,0
3814,49,12/6/1994,R/49/35F,1,0,0,0,0,0
3888,50,12/4/1995,R/50/28F,1,0,0,0,0,0
4017,51,12/6/1996,R/51/129,1,0,0,0,0,0
4075,52,12/4/1997,R/52/62,1,0,0,0,0,0
4123,53,12/5/1998,R/53/51,1,0,0,0,0,0
4205,54,12/2/1999,R/54/74,1,0,0,0,0,0
4287,55,12/7/2000,R/55/128,1,0,0,0,0,0
4337,56,12/3/2001,R/56/57,1,0,0,0,0,0
4408,57,12/5/2002,R/57/122,1,0,0,0,0,0
3028,41,12/4/1986,R/41/69G,1,0,0,0,0,0
3173,42,12/4/1987,R/42/69G,1,0,0,0,0,0
3289,43,12/3/1988,R/43/57G,1,0,0,0,0,0
3419,44,12/6/1989,R/44/47G,1,0,0,0,0,0
3548,45,12/3/1990,R/45/73G,1,0,0,0,0,0
3615,46,12/2/1991,R/46/46G,1,0,0,0,0,0
3704,47,12/2/1992,R/47/69G,1,0,0,0,0,0
3747,48,12/6/1993,R/48/40F,1,0,0,0,0,0
3811,49,12/6/1994,R/49/35C,1,0,0,0,0,0
3885,50,12/4/1995,R/50/28C,1,0,0,0,0,0
4014,51,12/6/1996,R/51/126,1,0,0,0,0,0
4072,52,12/4/1997,R/52/59,1,0,0,0,0,0
4120,53,12/5/1998,R/53/48,1,0,0,0,0,0
4202,54,12/2/1999,R/54/71,1,0,0,0,0,0
4284,55,12/7/2000,R/55/125,1,0,0,0,0,0
4334,56,12/3/2001,R/56/54,1,0,0,0,0,0
4405,57,12/5/2002,R/57/119,1,0,0,0,0,0
3070,41,12/5/1986,R/41/146,0,0,0,1,0,0
3204,42,12/2/1987,R/42/146,0,0,0,1,0,0
1399,27,12/1/1972,R/27/3047,0,0,0,0,0,0
1398,27,12/1/1972,,0,0,0,1,0,0
1355,27,12/1/1972,R/27/3032A,0,0,0,1,0,0
4140,53,12/6/1998,R/53/77F,0,1,1,0,0,0
4188,54,12/4/1999,R/54/54K,0,1,1,0,0,0
4252,55,11/3/2000,R/55/33N,0,1,1,0,0,0
4314,56,11/6/2001,R/56/24C,0,1,1,0,0,0
4393,57,11/7/2002,R/57/84,0,1,1,0,0,0
4492,58,12/8/2003,R/58/47,0,1,1,0,0,0
4563,59,12/3/2004,R/59/79,0,1,1,0,0,0
4656,60,12/8/2005,R/60/79,0,1,1,0,0,0
4681,61,12/6/2006,R/61/85,0,1,1,0,0,0
4858,63,12/2/2008,R/63/47,0,1,1,0,0,0
4991,64,12/2/2009,R/64/37,0,1,1,0,0,0
5076,65,12/8/2010,R/65/60,0,1,1,0,0,0
5159,66,12/2/2011,R/66/48,0,1,1,0,0,0
5201,67,12/3/2012,R/67/45,0,1,1,0,0,0
5265,68,12/5/2013,R/68/40,0,1,1,0,0,0
5328,69,12/2/2014,R/69/40,0,1,1,0,0,0
5410,70,12/7/2015,R/70/37,0,1,1,0,0,0
4756,62,12/5/2007,R/62/32,0,1,1,0,0,0
4379,57,11/7/2002,R/57/58,0,1,1,0,0,0
4494,58,12/8/2003,R/58/50,0,1,1,0,0,0
3531,45,12/3/1990,R/45/58P,0,0,1,0,0,0
3600,46,12/6/1991,R/46/36I,0,0,1,0,0,0
3682,47,12/4/1992,R/47/52J,0,0,1,0,0,0
3774,48,12/5/1993,R/48/75I,0,0,1,0,0,0
3844,49,12/5/1994,R/49/75N,0,0,1,0,0,0
3934,50,12/3/1995,R/50/70K,0,0,1,0,0,0
3988,51,12/3/1996,R/51/45K,0,0,1,0,0,0
4142,53,12/6/1998,R/53/77H,0,0,1,0,0,0
2924,40,12/3/1985,R/40/188,0,0,0,0,0,1
3081,41,12/6/1986,R/41/164,0,0,0,0,0,1
3225,42,12/6/1987,R/42/176,0,0,0,0,0,1
3375,43,12/3/1988,R/43/185,0,0,0,0,0,1
3496,44,12/6/1989,R/44/217,0,0,0,0,0,1
1255,26,12/1/1971,R/26/2828A,0,1,1,0,0,0
3240,42,12/5/1987,R/42/210B,1,0,0,0,0,0
3244,42,3/4/1988,R/42/229A,1,0,0,0,0,0
4384,57,11/7/2002,R/57/65,0,0,1,0,0,1
4562,59,12/3/2004,R/59/78,0,0,1,0,0,1
4628,60,12/8/2005,R/60/61,0,0,1,0,0,1
4692,61,12/6/2006,R/61/64,0,0,1,0,0,1
4774,62,12/5/2007,R/62/48,0,0,1,0,0,1
4630,60,12/8/2005,R/60/65,0,1,1,0,0,0
4687,61,12/6/2006,R/61/74,0,1,1,0,0,0
4843,63,12/2/2008,R/63/73,0,1,1,0,0,0
4995,64,12/2/2009,R/64/47,0,1,1,0,0,0
2903,40,12/2/1985,R/40/164A,0,0,0,0,0,0
3246,42,3/4/1988,R/42/230,0,0,0,0,0,0
3247,42,5/6/1988,R/42/232,0,0,0,0,0,0
3271,43,11/4/1988,R/43/48,0,0,0,0,0,0
3272,43,12/6/1988,R/43/49,0,0,0,0,0,0
2802,40,11/6/1985,R/40/28,0,0,0,1,0,0
2887,40,12/2/1985,R/40/152M,0,0,1,0,0,0
3045,41,12/5/1986,R/41/86M,0,0,1,0,0,0
3048,41,12/5/1986,R/41/86P,0,0,1,0,0,0
3155,42,11/2/1987,R/42/42K,0,0,1,0,0,0
3156,42,11/2/1987,R/42/42L,0,0,1,0,0,0
3336,43,12/4/1988,R/43/78I,0,0,1,0,0,0
3338,43,12/4/1988,R/43/78M,0,0,1,0,0,0
3536,45,12/3/1990,R/45/62D,0,0,1,0,0,0
3607,46,12/6/1991,R/46/38C,0,0,1,0,0,0
2904,40,12/2/1985,R/40/164B,0,0,0,0,0,0
4827,62,12/22/2007,R/62/219,0,0,0,1,0,0
4895,63,12/18/2008,R/63/160,0,0,0,1,0,0
5109,65,12/21/2010,R/65/195,0,0,0,1,0,0
5118,66,12/19/2011,R/66/136,0,0,0,1,0,0
5302,68,12/18/2013,R/68/144,0,0,0,1,0,0
5363,69,12/18/2014,R/69/155,0,0,0,1,0,0
5443,70,12/17/2015,R/70/136,0,0,0,1,0,0
4799,62,12/18/2007,R/62/143,1,0,0,1,0,0
3589,46,11/4/1991,R/46/16,0,1,0,0,0,0
3664,47,10/5/1992,R/47/8,0,1,0,0,0,0
3739,48,11/2/1993,R/48/14,0,1,0,0,0,0
3830,49,12/5/1994,R/49/65,0,1,0,0,0,0
3875,50,11/4/1995,R/50/9,0,1,0,0,0,0
3963,51,10/3/1996,R/51/10,0,1,0,0,0,0
4040,52,11/4/1997,R/52/11,0,1,0,0,0,0
4110,53,11/2/1998,R/53/21,0,1,0,0,0,0
4170,54,11/2/1999,R/54/26,0,1,0,0,0,0
4349,56,12/7/2001,R/56/94,0,1,0,0,0,0
4373,57,11/3/2002,R/57/9,0,1,0,0,0,0
4518,58,11/5/2003,R/58/8,0,1,0,0,0,0
4589,59,11/1/2004,R/59/18,0,1,0,0,0,0
4665,60,10/31/2005,R/60/6,0,1,0,0,0,0
4667,61,10/30/2006,R/61/8,0,1,0,0,0,0
5395,70,11/17/2015,R/70/10,0,1,1,0,0,0
3087,41,12/2/1986,R/41/184,0,0,0,0,0,1
5111,65,4/18/2011,R/65/272,1,0,0,0,0,0
2824,40,12/4/1985,R/40/70,0,0,0,0,0,0
3512,45,11/4/1990,R/45/44,0,0,0,0,0,0
3825,49,12/6/1994,R/49/58,0,0,0,0,0,0
3917,50,12/2/1995,R/50/52,0,0,0,0,0,0
4022,51,12/6/1996,R/51/134,1,0,0,0,1,0
1527,29,11/2/1974,R/29/3257A,0,0,0,0,0,0
3843,49,12/5/1994,R/49/75K,0,1,1,0,0,0
4831,63,10/8/2008,R/63/3,0,0,0,0,0,0
4272,55,12/3/2000,R/55/92,0,0,0,1,0,1
2965,41,11/2/1986,R/41/35F,0,0,0,0,0,0
3121,42,11/6/1987,R/42/23F,0,0,0,0,0,0
3280,43,12/2/1988,R/43/50J,0,0,0,0,0,0
3400,44,11/4/1989,R/44/27H,0,0,0,0,0,0
3583,45,12/4/1990,R/45/176F,0,0,0,0,0,0
3643,46,12/6/1991,R/46/79E,0,0,0,0,0,0
3213,42,12/3/1987,R/42/160B,1,0,0,1,0,0
3294,43,12/3/1988,R/43/58B,1,0,0,1,0,0
3425,44,12/6/1989,R/44/48B,1,0,0,1,0,0
3554,45,12/3/1990,R/45/74B,1,0,0,1,0,0
3621,46,12/2/1991,R/46/47B,1,0,0,1,0,0
3710,47,12/2/1992,R/47/70B,1,0,0,1,0,0
3753,48,12/6/1993,R/48/41B,1,0,0,1,0,0
3817,49,12/6/1994,R/49/36B,1,0,0,1,0,0
3891,50,12/4/1995,R/50/29B,1,0,0,1,0,0
4020,51,12/6/1996,R/51/132,1,0,0,1,0,0
2803,40,12/2/1985,R/40/50,0,0,0,0,0,0
2955,41,10/6/1986,R/41/16,0,0,0,0,0,0
3185,42,12/6/1987,R/42/78,0,0,0,0,0,0
3267,43,11/3/1988,R/43/33,0,0,0,0,0,0
3899,50,12/4/1995,R/50/38B/II,0,0,0,0,1,0
3906,50,12/4/1995,R/50/38B/IX,0,0,0,0,1,0
2879,40,12/2/1985,R/40/152A,0,1,1,0,0,0
3037,41,12/5/1986,R/41/86B,0,1,1,0,0,0
3149,42,11/2/1987,R/42/42A,0,1,1,0,0,0
3331,43,12/4/1988,R/43/78B,0,1,1,0,0,0
3474,44,12/6/1989,R/44/119B,0,1,1,0,0,0
2852,40,12/5/1985,R/40/96C,1,0,0,0,0,0
2979,41,12/3/1986,R/41/43C,1,0,0,0,0,0
3167,42,12/4/1987,R/42/66C,1,0,0,0,0,0
3370,43,12/5/1988,R/43/175C,1,0,0,0,0,0
3412,44,12/4/1989,R/44/41C,1,0,0,0,0,0
3541,45,12/5/1990,R/45/67C,1,0,0,0,0,0
3636,46,12/4/1991,R/46/74C,1,0,0,0,0,0
3696,47,12/6/1992,R/47/64C,1,0,0,0,0,0
3798,48,12/2/1993,R/48/158C,1,0,0,0,0,0
3828,49,12/4/1994,R/49/62C,1,0,0,0,0,0
3945,50,12/6/1995,R/50/84C,1,0,0,0,0,0
3969,51,12/4/1996,R/51/25,1,0,0,0,0,0
4067,52,12/3/1997,R/52/51,1,0,0,0,0,0
4117,53,12/4/1998,R/53/41,1,0,0,0,0,0
4176,54,12/4/1999,R/54/41,1,0,0,0,0,0
4267,55,12/7/2000,R/55/54,1,0,0,0,0,0
4330,56,12/3/2001,R/56/35,1,0,0,0,0,0
4400,57,12/4/2002,R/57/109,1,0,0,0,0,0
2919,40,12/3/1985,R/40/170,1,0,0,0,0,1
3086,41,12/2/1986,R/41/181,1,0,0,0,0,1
3222,42,12/6/1987,R/42/166,1,0,0,0,0,1
3373,43,12/5/1988,R/43/178,1,0,0,0,0,1
3499,44,12/6/1989,R/44/235,1,0,0,0,0,1
3585,45,12/6/1990,R/45/183,1,0,0,0,0,1
3659,46,12/6/1991,R/46/201,1,0,0,0,0,1
3734,47,12/3/1992,R/47/170,1,0,0,0,0,1
4438,57,12/5/2002,R/57/228,0,0,0,0,0,0
2926,40,12/3/1985,R/40/197,0,0,0,0,0,0
1323,27,12/2/1972,R/27/2964C,1,0,0,0,0,0
1304,27,11/7/1972,R/27/2932A,0,1,1,0,0,0
1317,27,12/4/1972,R/27/2948B,0,0,0,0,0,0
1575,29,11/1/1974,R/29/3228,0,0,0,0,0,0
1470,28,12/5/1973,R/28/3164B,0,0,0,0,1,0
1577,29,12/4/1974,R/29/3359,0,0,0,0,0,0
1551,29,12/5/1974,R/29/3281C,0,0,0,0,0,1
1413,28,12/2/1973,R/28/3184B,0,1,1,0,0,0
1433,28,12/5/1973,R/28/3089B,1,0,0,0,0,0
1391,27,12/3/1972,R/27/2981,0,0,0,0,0,0
1516,29,12/2/1974,R/29/3261H,0,1,1,0,0,0
1412,28,12/2/1973,R/28/3184A,0,0,1,0,0,0
1401,27,12/1/1972,R/27/3044A,0,0,0,0,0,0
1402,27,12/1/1972,R/27/3044B,0,0,0,0,0,0
1400,27,12/1/1972,R/27/3043,0,0,0,0,0,0
1565,29,12/2/1974,R/29/3328B,0,0,0,0,1,0
1544,29,12/3/1974,R/29/3273,0,0,0,0,0,1
1346,27,12/7/1972,R/27/3018B,0,0,0,0,0,1
1456,28,12/2/1973,R/28/3187,0,0,0,0,1,0
1450,28,12/1/1973,R/28/3172,0,0,0,0,0,0
1581,29,12/3/1974,R/29/3349C,0,0,0,0,0,0
1362,27,12/7/1972,R/27/3034E,0,0,0,0,0,0
1341,27,12/1/1972,R/27/3040D,0,0,0,0,0,1
1504,28,12/2/1973,R/28/3198C,0,0,0,0,0,0
1364,27,12/7/1972,R/27/3009,0,0,0,1,0,0
1411,27,11/6/1972,R/27/2926,0,0,0,1,0,0
1334,27,12/7/1972,R/27/3019,0,0,0,0,0,0
1500,28,12/2/1973,R/28/3196,0,0,0,0,0,0
1404,27,12/1/1972,R/27/3045,0,0,0,0,0,0
1526,29,12/2/1974,R/29/3257,0,1,1,0,0,0
1419,28,12/4/1973,R/28/3078B,0,1,1,0,0,0
1567,29,12/2/1974,R/29/3324B,0,0,0,1,0,0
1522,29,12/2/1974,R/29/3263B,1,1,1,0,0,0
1537,29,11/4/1974,R/29/3240A,1,0,0,1,1,0
1568,29,12/2/1974,R/29/3324C,0,0,0,1,0,0
1314,27,11/7/1972,R/27/2934C,0,1,1,0,0,0
1373,27,12/3/1972,R/27/2979,0,0,0,0,1,1
1466,28,12/3/1973,R/28/3118,0,0,0,0,1,0
1387,27,12/7/1972,R/27/3031,0,0,0,0,1,0
1488,28,12/3/1973,R/28/3111,0,0,0,0,1,0
1418,28,12/4/1973,R/28/3078A,0,1,1,0,0,0
1571,29,12/6/1974,R/29/3396,0,0,0,0,1,0
1569,29,12/2/1974,R/29/3324D,0,1,0,1,0,0
1573,29,12/6/1974,R/29/3397B,0,0,0,0,1,0
1507,29,12/2/1974,R/29/3255B,0,0,1,0,0,0
1539,29,11/4/1974,R/29/3240C,1,0,0,1,1,0
1523,29,12/2/1974,R/29/3265A,0,1,1,0,0,0
1322,27,12/2/1972,R/27/2964B,1,0,0,0,0,0
1394,27,12/2/1972,R/27/2961B,0,0,0,0,0,0
1386,27,12/7/1972,R/27/3030,0,0,0,0,0,0
1353,27,12/7/1972,R/27/3027,0,0,0,0,0,0
1576,29,12/4/1974,R/29/3358,0,0,0,0,0,0
1363,27,12/1/1972,R/27/2959,0,0,0,0,0,1
1349,27,12/1/1972,R/27/3037,0,0,0,1,0,0
1561,29,12/6/1974,R/29/3292,0,0,0,0,1,0
1307,27,11/7/1972,R/27/2936,0,1,1,0,0,0
1461,28,12/1/1973,R/28/3074E,0,0,0,1,0,0
1562,29,12/6/1974,R/29/3293,0,0,0,0,1,0
1319,27,12/4/1972,R/27/2949B,1,0,0,0,0,0
1543,29,12/5/1974,R/29/3283,0,0,0,0,0,0
1408,27,12/1/1972,,0,0,0,0,0,0
1493,28,12/3/1973,R/28/3113B,0,0,0,0,1,0
1405,27,12/1/1972,R/27/3046,0,0,0,0,0,0
1501,28,12/2/1973,R/28/3197,0,0,0,0,0,0
1548,29,12/2/1974,R/29/3254,0,0,0,0,0,0
1462,28,12/3/1973,R/28/3117A,0,0,0,1,0,0
1555,29,11/2/1974,R/29/3219,,,,,,
1380,27,11/7/1972,R/27/2922A,0,0,0,1,0,0
1540,29,12/3/1974,R/29/3331A,0,0,0,0,0,0
1445,28,12/4/1973,R/28/3081B,0,0,0,0,0,0
1430,28,12/5/1973,R/28/3092A,1,0,0,1,1,0
1441,28,12/1/1973,R/28/3175B,1,0,0,0,1,1
1251,26,12/1/1971,R/26/2825B,0,0,1,0,0,0
1496,28,12/3/1973,R/28/3119,0,0,0,0,0,0
1381,27,11/7/1972,R/27/2922B,0,0,0,0,0,0
1485,28,12/5/1973,R/28/3151F,0,0,0,1,0,0
1497,28,12/2/1973,R/28/3101,0,0,0,0,0,0
1542,29,11/4/1974,R/29/3212,0,0,0,0,0,0
1484,28,12/5/1973,R/28/3151E,0,0,0,1,0,0
1367,27,12/7/1972,R/27/3012B,0,0,0,0,0,0
1308,27,12/4/1972,R/27/2992,0,0,0,0,0,0
1533,29,9/2/1974,R/29/3323B,0,0,0,1,0,0
1249,26,12/6/1971,R/26/2816D,0,0,0,0,0,1
1480,28,12/5/1973,R/28/3151A,0,0,0,1,0,0
1320,27,12/4/1972,R/27/3005B,1,0,0,1,1,0
1431,28,12/5/1973,R/28/3092B,1,0,0,1,1,0
1483,28,12/5/1973,R/28/3151D,0,0,0,1,0,0
1421,28,12/5/1973,R/28/3154B,0,1,0,0,0,0
1479,28,10/1/1973,R/28/3055,0,0,0,1,0,0
1384,27,11/7/1972,R/27/2923A,0,0,1,1,0,0
1495,28,12/3/1973,R/28/3116,0,0,0,0,1,0
1451,28,12/4/1973,R/28/3129,0,0,0,0,0,0
1406,27,12/1/1972,,0,0,0,0,0,0
1464,28,12/5/1973,R/28/3142,,,,,,
1478,28,12/5/1973,R/28/3162,0,0,0,0,0,0
1366,27,12/7/1972,R/27/3012A,0,0,0,0,0,0
1420,28,12/5/1973,R/28/3154A,0,1,0,0,0,0
1372,27,12/3/1972,R/27/2978,0,0,0,0,1,0
1465,28,12/3/1973,R/28/3110,0,0,0,0,1,0
1321,27,12/2/1972,R/27/2964A,1,0,0,0,0,0
1390,27,12/3/1972,R/27/2946,0,0,0,0,1,0
1348,27,12/1/1972,R/27/3036,0,0,0,0,0,1
1344,27,12/1/1972,R/27/3041C,0,0,0,0,0,0
1448,28,12/1/1973,R/28/3167,0,0,0,0,0,0
1303,27,11/7/1972,R/27/2930,0,0,1,0,0,0
1422,28,12/5/1973,R/28/3154C,0,1,0,0,0,0
1449,28,12/1/1973,R/28/3169,0,0,0,0,0,1
1535,29,10/4/1974,R/29/3210,1,0,0,0,0,0
1347,27,12/7/1972,R/27/3017,0,0,0,0,0,0
1415,28,12/4/1973,R/28/3079,0,1,1,0,0,0
1354,27,12/7/1972,R/27/3022,0,0,0,1,0,0
1310,27,11/7/1972,R/27/2933,0,0,1,0,0,0
1417,28,12/4/1973,R/28/3077,0,0,1,0,0,0
1389,27,12/3/1972,R/27/2945,0,0,0,0,1,0
1414,28,12/2/1973,R/28/3184C,0,0,1,0,0,0
1432,28,12/5/1973,R/28/3089A,1,0,0,0,0,0
1469,28,12/5/1973,R/28/3164A,0,0,0,0,1,0
1468,28,12/5/1973,R/28/3156,0,0,0,0,0,0
1473,28,12/5/1973,R/28/3157,0,0,0,0,1,0
1333,27,12/7/1972,R/27/3016E,0,0,0,0,0,1
1492,28,12/3/1973,R/28/3113A,0,0,0,0,1,0
1554,29,11/2/1974,R/29/3216,0,0,0,0,0,0
1481,28,12/5/1973,R/28/3151B,0,0,0,1,0,0
1505,28,12/2/1973,R/28/3198D,0,0,0,0,0,0
1327,27,12/7/1972,R/27/3029A,0,0,0,0,0,0
1383,27,11/7/1972,R/27/2922D,0,0,0,1,0,0
1452,28,12/4/1973,R/28/3128,0,0,0,1,0,0
1482,28,12/5/1973,R/28/3151C,0,0,0,1,0,0
1423,28,11/3/1973,R/28/3154D,0,1,0,0,0,0
1463,28,12/3/1973,R/28/3117B,0,0,0,1,1,0
1312,27,11/7/1972,R/27/2934A,0,1,1,0,0,0
1325,27,12/4/1972,R/27/2991,0,0,0,0,0,0
1313,27,11/7/1972,R/27/2934B,0,1,1,0,0,0
1476,28,12/5/1973,R/28/3160,0,0,0,0,0,0
1453,28,12/5/1973,R/28/3148,0,0,0,0,0,1
1442,28,12/4/1973,R/28/3122,0,0,0,0,0,1
1368,27,12/7/1972,R/27/3013,0,0,0,0,0,0
1309,27,11/7/1972,R/27/2932B,0,0,1,0,0,0
1375,27,12/3/1972,R/27/2983,0,0,0,0,0,0
1506,29,12/2/1974,R/29/3255A,0,0,0,1,0,0
1534,29,11/4/1974,R/29/3237,1,0,0,0,0,0
1524,29,12/2/1974,R/29/3265B,0,1,1,0,0,0
1379,27,12/3/1972,R/27/2987,0,0,0,0,0,0
1520,29,12/2/1974,R/29/3262B,0,1,1,0,0,0
1518,29,12/2/1974,R/29/3262A,0,1,1,0,0,0
1475,28,12/5/1973,R/28/3159,0,0,0,0,1,0
1538,29,11/4/1974,R/29/3240B,1,0,0,1,1,0
1519,29,12/2/1974,R/29/3261I,0,1,1,0,0,0
1306,27,11/7/1972,R/27/2935B,0,1,1,0,0,0
1572,29,12/6/1974,R/29/3397A,0,0,0,0,1,0
1494,28,12/3/1973,R/28/3115,0,0,0,0,1,0
1517,29,12/3/1974,R/29/3332,0,0,0,0,0,0
1326,27,12/4/1972,R/27/2993,0,0,1,0,0,0
1547,29,12/3/1974,R/29/3336B,1,0,0,0,1,1
1541,29,12/3/1974,R/29/3331B,1,0,0,0,0,0
1474,28,12/5/1973,R/28/3158,0,0,0,0,0,0
